userID	bookID	bookRating	bookID_encoded
14	0375705856	9	142
14	0375707972	10	144
14	0380730138	9	155
14	0385265700	9	163
14	038533334X	10	164
14	0385486804	10	176
14	0446310786	10	252
14	0452260116	9	309
14	0452282829	10	313
14	0670892963	8	364
14	0671038184	10	379
14	0671510053	10	383
14	067976402X	10	398
14	068484267X	10	401
14	068484477X	5	402
14	1573225789	9	461
15	0440221471	10	229
16		10	467
16	0140293248	9	44
16	0312966970	10	67
16	0312976275	10	69
16	0380789035	9	158
16	0425152251	10	201
16	044651652X	7	256
16	0451191145	10	303
16	1558744150	5	456
17	0380002930	10	149
17	0440211727	6	223
17	0440214041	5	226
17	0440226430	6	238
17	0553273914	9	337
17	0802130208	10	431
18	0060934417	7	17
18	0060958022	6	19
18	0060987103	7	23
18	0140293248	5	44
18	0142001430	7	48
18	0312195516	7	55
18	0312243022	8	56
18	0312282990	6	59
18		5	467
18	0375705856	5	142
18	0375707972	8	144
18	0375726403	7	146
18	038542017X	7	170
18	039592720X	5	195
18	0446670251	5	280
18	0452264464	5	310
18	0679746048	5	396
18	0679751521	5	397
18	067976402X	8	398
18	068484267X	8	401
18	068484477X	8	402
18	0871136791	8	446
18	1573225789	7	461
18	1573227331	6	462
18	1573229326	6	463
19	0060392452	10	7
19	0061009059	7	27
19	0140067477	10	38
19	0312966091	9	66
19	0312980140	7	70
19		8	467
19	0375725784	4	145
19	0375727345	6	148
19	0380789035	7	158
19	0380813815	10	160
19	0385484518	7	175
19	0394820371	10	194
19	0439136350	10	216
19	0439139597	10	217
19	043935806X	9	218
19	0440206154	7	220
19	0440222656	7	232
19	0440224675	6	235
19		10	467
19	0440998050	10	246
19	0441003257	10	247
19	0446532231	10	259
19	0609610597	3	362
19		8	467
19	0679731148	7	392
19	067976402X	8	398
19	068484267X	8	401
19	0786817070	8	426
19	0786885688	8	430
19	1400032717	10	452
20	0345313860	6	94
20	0380710218	3	152
20	0385424728	6	171
20	0440211263	9	221
20	0440213525	6	225
20	0446601241	8	260
20	0553284789	6	347
21	0060987103	10	23
21	0061009059	8	27
21	014025448X	8	43
21	0142001740	9	49
21	0312306326	6	61
21	0312980140	8	70
21	0345342968	8	100
21	0345436911	8	125
21	0380813815	10	160
21	0385721420	7	190
21	0385722206	6	192
21	0425192725	8	214
21	0440212561	8	224
21	0446605484	10	264
21	0446610038	9	273
21	0767905385	7	425
21	1400031354	7	451
21	1573225789	9	461
22	0060199652	8	5
22	0060915544	9	9
22	0060987103	8	23
22	0060987529	8	24
22	0061097101	10	30
22	0312278586	7	58
22	0385335830	7	166
22	0385484518	10	175
22		9	467
22	043935806X	10	218
22	0440211727	10	223
22	0440213525	9	225
22	0440226430	9	238
22	059035342X	8	361
22	0671021001	2	372
22	0671693816	7	385
22	0684872153	1	406
22	0743418174	9	419
22	0767900383	3	422
22	0786868716	10	428
22	0786881852	8	429
23	0060502258	8	8
23	0060928336	8	13
23	0060934417	9	17
23	0060987103	9	23
23		4	467
23	0140293248	8	44
23	014029628X	7	45
23	0140298479	6	46
23		4	467
23	0142001740	8	49
23	0312195516	8	55
23	0312243022	7	56
23	0312265867	9	57
23	0312282990	9	59
23	0312966970	9	67
23	0312980140	9	70
23	0312990456	9	75
23	0316776963	8	86
23		9	467
23	034536676X	7	106
23	0345391802	8	116
23	0345413350	5	119
23	0375502238	7	134
23	0375705856	8	142
23	0375706771	7	143
23	0375725784	7	145
23	0380002930	4	149
23	0380977788	9	162
23	038533334X	4	164
23	0385335482	5	165
23	0385484518	6	175
23	0385720106	7	188
23	0385722206	9	192
23	0446604666	7	261
23	0446606812	2	267
23	0446672211	8	281
23	0451163966	8	294
23	0452282152	6	312
23	0553279912	7	343
23	0609804138	8	363
23	0671001795	9	365
23	0679429220	6	391
23	0679731148	7	392
23	0679745203	8	395
23	0679746048	9	396
23	067976402X	7	398
23	068484267X	9	401
23	0743227441	7	415
23	080410526X	5	433
23	0804106304	9	434
23	080410753X	8	435
23	0804111359	2	437
23	1400031354	9	451
23	1400034779	9	453
24	0142001740	7	49
24	0552998486	10	328
24	0971880107	6	449
25	0060096195	8	1
25	0060930535	8	15
25	0140293248	6	44
25	0375727345	7	148
25	038079487X	7	159
25	0671028375	9	378
25	0743418174	8	419
25	0786868716	10	428
25	1400031354	10	451
26	0142000205	9	47
26		5	467
26	0375502238	4	134
26	0440226104	7	237
26		10	467
26	0446605239	10	263
26	0446605484	8	264
26	0446608955	9	271
26	0446610399	9	275
26		8	467
26	0446672211	8	281
26	0553582747	8	358
26	0671038184	8	379
26	0671510053	9	383
26		1	467
26	155874262X	7	454
27	0345342968	10	100
27	0399501487	10	198
27	089480829X	7	448
28	0060096195	8	1
28	0060987103	7	23
28	0064472272	6	34
28	014029628X	8	45
28	0312265867	6	57
28	0312924585	9	65
28	0312966970	8	67
28	0312976275	7	69
28	0312980140	8	70
28	0316096199	8	77
28	0345348036	8	101
28	0345361792	9	105
28	0345370775	8	108
28	0345380371	9	111
28	0345391055	7	115
28	0375726403	8	146
28	0380977788	9	162
28	0385335881	8	167
28	0385479565	8	174
28	0385730586	7	193
28	0425147622	8	200
28	0425154092	8	202
28		9	467
28	0440221471	9	229
28	0440225701	10	236
28	0440234743	9	239
28		8	467
28	0440241073	8	244
28	0446359866	7	253
28	0449003787	8	282
28	0449219364	8	287
28	0449219461	7	288
28	0451526341	8	308
28	0553284789	6	347
28	0590353403	10	360
28	0609804138	7	363
28	0670892963	7	364
28	0671001795	8	365
28	0671617028	8	384
28	0684872153	7	406
28	0743227441	9	415
28	0786868716	7	428
28	0804106304	9	434
28	080410753X	8	435
28	155874262X	7	454
28	1559029838	8	459
29	0061009059	8	27
29	0312195516	10	55
29	0312966091	8	66
29	0312976275	10	69
29	0312980140	10	70
29	0375706771	8	143
29	0385504209	10	181
29	0440212561	9	224
29	0440215625	10	227
29	0440226430	7	238
29	0452282152	9	312
29	0553272535	8	336
29	0609804138	3	363
29	0679745203	5	395
29	0786868716	10	428
30	0060502258	9	8
30		8	467
30	0142001740	10	49
30		9	467
30	0312243022	9	56
30	0345446860	8	130
30	044023722X	7	243
30	0446672211	7	281
30	0679734775	7	393
30	0743418174	8	419
30	0767900383	8	422
30	0767905385	7	425
30	0871136791	7	446
30	1573225517	7	460
31	0060096195	10	1
31	0061009059	10	27
31		5	467
31		10	467
31	0312306326	7	61
31	0312966970	10	67
31	0312971346	10	68
31	0312980140	10	70
31	0312980159	10	71
31	0312983271	10	72
31	031298328X	10	73
31	0385335830	9	166
31	0385472951	10	172
31	0446606812	8	267
31	0671001795	10	365
32	0060199652	6	5
32	0142001430	9	48
32		9	467
32	0156528207	8	53
32	0312195516	9	55
32		8	467
32	0316969443	7	92
32	0345446860	7	130
32	0385722206	7	192
32	039592720X	8	195
32	0439064872	8	215
32	044021145X	9	222
32	0440215625	7	227
32		8	467
32	0446606324	9	266
32	0452282152	10	312
32	0452282829	6	313
32	0452284449	9	315
32	0515131229	8	320
32	0553268880	9	334
32	0609804138	9	363
32	0671038184	8	379
32	0671708635	8	386
32	0684874350	8	407
32	080213825X	8	432
32	140003065X	9	450
33	0060391626	9	6
33	0060915544	9	9
33	0060928336	10	13
33	0060929871	10	14
33	0060930535	10	15
33	0060977493	8	22
33	014023313X	10	41
33		10	467
33	0316601950	9	80
33	0316666343	10	82
33	034536676X	10	106
33	0345436911	8	125
33	0375703861	8	140
33	0375726403	7	146
33	0380977788	10	162
33	038572179X	10	191
33	039592720X	10	195
33	0425152251	10	201
33	044021145X	9	222
33	0441172717	9	248
33	0446310786	10	252
33		10	467
33	0446531332	10	258
33	0449212602	10	286
33	0590353403	8	360
33	0671021001	10	372
33	0671867113	10	389
33	067976402X	10	398
33	080411109X	9	436
34	0060977493	8	22
34	0060987103	10	23
34	0060987529	9	24
34	0060987561	6	25
34	0140293248	7	44
34	0140298479	8	46
34	0142000205	7	47
34	0142001740	9	49
34	0142001805	8	50
34		9	467
34		6	467
34	0316601950	9	80
34	0316780375	8	88
34	0316781266	8	89
34	0375412824	6	133
34	0375703861	7	140
34	0385720106	6	188
34	038572179X	8	191
34	0452269571	10	311
34	0679731148	10	392
34	0743418174	8	419
34	0767905180	8	424
34	0805063897	9	440
34	1400032717	10	452
35	0142001740	9	49
35	0312195516	8	55
35	0345350499	7	102
35	0525947647	10	327
35	0553572997	7	351
35	0590353403	8	360
35	0679745203	8	395
35	1573225517	10	460
35	1573227331	8	462
36	0380718332	9	153
36	0380718340	9	154
36	0425147622	9	200
37	0439136350	7	216
37	0441304834	7	249
38	0345353145	6	104
38	0345361792	10	105
38		10	467
38		7	467
38	0553582755	9	359
38	1559029838	8	459
39	0060976845	9	21
39	014023313X	5	41
39	0142000205	6	47
39	0312195516	9	55
39	0316601950	8	80
39	0316776963	7	86
39	0375700757	6	136
39	0375702709	7	137
39	0375727132	6	147
39	0380730138	5	155
39	0385265700	6	163
39	038572179X	7	191
39	0446310786	9	252
39	0553572997	8	351
39	068484477X	7	402
39	0743227441	9	415
39	0743418174	9	419
39	0786867647	9	427
39	1558744150	6	456
39	1573225789	8	461
39	1573229326	7	463
40	0064400557	10	32
40	0394820371	8	194
40	0451184963	7	302
41	0060915544	9	9
41	0060916508	7	10
41	0060928336	9	13
41	0060976845	8	21
41	0060987529	9	24
41	014025448X	9	43
41	0316789089	3	90
41	0345465083	10	131
41	0375700757	9	136
41	0375703055	6	138
41	038079487X	7	159
41	0385505833	7	182
41	0449212602	9	286
41	0451203895	5	306
41	0452282152	7	312
41	0452284449	9	315
41	0671041789	7	380
41	068484477X	9	402
41	0743237188	3	416
41	0743412028	4	418
41	0786868716	7	428
41	155874262X	6	454
42	0312195516	9	55
42	0316666343	8	82
42	0345384466	8	112
42	0385504209	10	181
42	0439064872	10	215
42		10	467
42		9	467
42	043935806X	10	218
42	0452284449	8	315
42	059035342X	10	361
42	0671027360	8	376
42	0743418174	8	419
42	0767905385	8	425
43		9	467
44	0060915544	10	9
44	0060938455	10	18
44		4	467
44	0375703063	10	139
44	0446310786	10	252
44	1573225789	10	461
45	002542730X	6	0
45	006016848X	9	2
45	0060175400	10	4
45	0060199652	10	5
45	0060391626	10	6
45	0060502258	8	8
45	0060922532	8	12
45	0060938455	10	18
45	0060958022	3	19
45	0060987103	9	23
45	0060987529	8	24
45	0060987561	9	25
45	006099486X	10	26
45	0061009059	8	27
45	006101351X	8	28
45	0061015725	6	29
45	0062502182	10	31
45	0064400557	9	32
45	0064407667	3	33
45	0064472272	10	34
45	0066214122	9	35
45	0070212570	7	36
45	0140067477	8	38
45	014023313X	6	41
45	014025448X	10	43
45		8	467
45	0140293248	5	44
45	014029628X	7	45
45	0140298479	3	46
45		10	467
45	0142000205	8	47
45	0142004235	10	51
45	0151008116	6	52
45		6	467
45	0312195516	10	55
45	0312243022	7	56
45		10	467
45	0312265867	8	57
45	0312278586	6	58
45	0312282990	8	59
45		9	467
45	0312305060	9	60
45	031242227X	7	64
45	0312966091	8	66
45	0312966970	7	67
45	0312976275	7	69
45	0312980159	5	71
45	0312983867	4	74
45	0312995423	7	76
45	0316096199	10	77
45	0316182540	9	78
45		10	467
45	0316602906	3	81
45		8	467
45	0316666343	5	82
45	0316693006	10	83
45	0316693200	7	84
45		5	467
45	0316776963	8	86
45		10	467
45	0316780375	7	88
45		9	467
45	0316781266	5	89
45	0316789089	8	90
45	0316969443	7	92
45	0345313860	8	94
45	0345337662	6	95
45	0345361792	10	105
45	034536676X	10	106
45	0345370775	8	108
45	0345378482	7	109
45	0345378490	9	110
45	0345384466	9	112
45	034538475X	6	113
45	0345391055	9	115
45	034540288X	10	118
45	034541389X	6	120
45	0345417623	10	122
45	0345435168	3	124
45	0345438329	6	126
45	0345444884	9	129
45	0345465083	7	131
45	0374129983	5	132
45	0375412824	9	133
45	0375502238	7	134
45	0375702709	7	137
45	0375703055	7	138
45	0375706771	6	143
45	0375707972	9	144
45	0375726403	7	146
45	0375727132	8	147
45	0375727345	7	148
45	0380002930	5	149
45	0380018179	6	151
45	0380710218	8	152
45	0380718332	9	153
45	0380718340	10	154
45	0380731851	6	156
45	0380789019	7	157
45	038079487X	10	159
45	0380813815	5	160
45	038082101X	8	161
45	0385265700	7	163
45	0385335482	10	165
45	0385335830	8	166
45	0385335881	8	167
45	0385336179	7	168
45	038542017X	8	170
45	0385472951	10	172
45	0385474016	10	173
45	0385479565	10	174
45	0385484518	9	175
45	038549081X	9	177
45		8	467
45		10	467
45		8	467
45	0385504209	9	181
45	0385505833	8	182
45	0385508042	9	183
45	038550926X	5	184
45	0385511612	10	186
45	0385512104	9	187
45	0385720106	8	188
45	0385722206	9	192
45	0394820371	10	194
45	039592720X	8	195
45	0399144463	5	196
45	0399150897	8	197
45	0425147622	5	200
45	0425154092	8	202
45	0425158616	10	203
45	042516098X	5	204
45	0425162443	6	205
45	0425163407	8	206
45	0425167313	8	207
45	0425169863	8	208
45	0425180638	9	211
45	0425182878	9	212
45	0425192725	9	214
45		10	467
45	0439064872	8	215
45		9	467
45	0439139597	8	217
45		10	467
45		10	467
45	0440180295	8	219
45	0440211263	8	221
45	044021145X	1	222
45	0440213525	5	225
45	0440215625	8	227
45	0440219078	7	228
45	0440221471	9	229
45	0440221595	7	230
45	0440222656	1	232
45	0440224624	7	234
45	0440224675	8	235
45	0440225701	8	236
45	0440226104	7	237
45	0440226430	7	238
45	0440234743	9	239
45	0440235596	6	241
45		8	467
45	044023722X	8	243
45	0440241073	8	244
45		8	467
45	0440998050	10	246
45	0441003257	7	247
45	0441569595	8	250
45	0441790348	8	251
45	0446364193	8	254
45	044651652X	8	256
45	044651862X	10	257
45		10	467
45	0446531332	9	258
45	0446532231	7	259
45	0446601241	9	260
45	0446604666	10	261
45	0446604801	8	262
45	0446605239	6	263
45	0446606189	9	265
45	0446607711	9	269
45	0446608815	6	270
45	0446608955	7	271
45	0446609404	5	272
45	0446610038	10	273
45	0446610399	10	275
45	0446611212	6	276
45	0446611867	8	277
45	0446612545	6	278
45		8	467
45	0446670251	8	280
45	0446672211	10	281
45	0449003787	7	282
45	0449005615	10	284
45	0449006522	8	285
45	0449212602	10	286
45	0449219364	7	287
45	0449221482	7	289
45	0451156609	7	292
45	0451169530	5	297
45	0451172817	8	298
45	0451184963	9	302
45	0451526341	10	308
45	0452264464	8	310
45	0452269571	9	311
45	0452282829	10	313
45	0452283205	7	314
45	0515126772	10	316
45	0515128554	8	318
45	0515132020	10	321
45	0515132187	9	322
45	051513287X	10	323
45	0515133973	6	324
45	0515135062	9	325
45	0515136530	10	326
45	055321313X	7	330
45	0553268880	10	334
45	0553272535	10	336
45	0553273914	6	337
45	0553277472	7	340
45	0553279378	8	341
45	0553279556	6	342
45	0553280341	10	344
45	0553280368	10	345
45	0553284789	4	347
45	0553296981	7	348
45	0553375407	10	349
45	055356451X	9	350
45	0553572997	7	351
45	0553574574	10	352
45	0553579754	8	354
45	0553580221	9	355
45	0553582127	7	356
45	0553582135	8	357
45	0553582747	7	358
45	0590353403	8	360
45	059035342X	10	361
45	0609610597	6	362
45	0609804138	10	363
45		5	467
45	0670892963	7	364
45		10	467
45	0671001795	10	365
45	0671003755	1	366
45	0671004530	7	368
45	0671004573	10	369
45	0671011367	8	370
45	0671014196	8	371
45	067102423X	8	373
45	0671027344	8	375
45	0671027387	10	377
45	0671028375	10	378
45	0671038184	4	379
45	0671041789	5	380
45	0671042262	7	381
45	0671042858	10	382
45	0671510053	9	383
45	0671693816	10	385
45	0671793489	8	388
45	0679731148	5	392
45	0679734775	9	393
45	0679745203	10	395
45	0679751521	9	397
45	067976402X	10	398
45	0684801523	5	399
45	0684833395	8	400
45	068484477X	4	402
45	0684848783	6	403
45	0684865742	8	404
45	0684867621	3	405
45	0684872153	9	406
45	0684874350	7	407
45	0688177751	8	408
45	0743203631	7	410
45	0743206045	8	411
45	0743211383	8	413
45	0743225406	10	414
45	0743237188	6	416
45	0743411250	8	417
45	0743412028	7	418
45	0743418174	8	419
45	0743418204	10	420
45		8	467
45		10	467
45		8	467
45	0767900383	8	422
45	0767902521	8	423
45	0767905385	10	425
45	0786868716	9	428
45	0786881852	6	429
45	0786885688	9	430
45	0802130208	3	431
45	080213825X	3	432
45	080410526X	6	433
45	080410753X	8	435
45	080411109X	9	436
45	0804111359	6	437
45	0804114986	8	438
45	0812511816	8	441
45	0812550706	9	442
45	0842329129	9	443
45	0842329218	10	444
45	0842329242	8	445
45	0871136791	8	446
45	0894805770	10	447
45	0971880107	6	449
45	1400031354	8	451
45	155874262X	7	454
45	1558744150	10	456
45	1558745157	10	458
45	1559029838	9	459
45	1573225789	10	461
45	1573227331	5	462
45	1573229326	7	463
45	1573229571	7	464
45	1592400876	9	465
46	0060391626	10	6
46	0425152251	4	201
46	0446672211	10	281
46	0684833395	10	400
46	0684874350	10	407
47		6	467
47	0440213525	6	225
47	0440214041	7	226
47	0971880107	2	449
48	067976402X	7	398
48	0684833395	8	400
49	002542730X	10	0
49	0060915544	9	9
49	0064472272	9	34
49	0312195516	9	55
49	0316096199	8	77
49	0380012863	7	150
49	0553296981	7	348
49	0671021001	9	372
49	067102423X	8	373
49	0679746048	8	396
49	0842329242	9	445
50	0060928336	4	13
50	0345370775	7	108
50	0380789019	8	157
50	0385720106	5	188
50	0439064872	8	215
50		10	467
50	0440206154	8	220
50	0440211727	5	223
50	0440224675	8	235
51	0060958022	9	19
51	0345369947	8	107
51	0345370775	8	108
51	0440206154	8	220
51	0440221471	7	229
51	0451177096	8	300
52	0060930535	9	15
52	014025448X	8	43
52	0312265867	7	57
52	0312983271	7	72
52	0316601950	9	80
52	0316666343	8	82
52	0316693006	5	83
52	0375412824	10	133
52	0380789019	9	157
52		7	467
52	0385504209	9	181
52	0385508042	5	183
52		5	467
52	0439139597	9	217
52	0446672211	9	281
52		9	467
52	0671027360	8	376
52	0688177751	8	408
52	0743211375	7	412
53	0060096195	7	1
53	0140298479	9	46
53		9	467
53	0312995423	8	76
53	0345384466	10	112
53	0380710218	8	152
53	0380718340	7	154
53	0385484518	10	175
53	0385504209	10	181
53	0425154092	8	202
53	0425169863	9	208
53	0425172546	7	209
53	0440211727	9	223
53	0440214041	9	226
53		7	467
53	0440221471	8	229
53	044022165X	8	231
53		9	467
53	0440234743	8	239
53		8	467
53	044651652X	8	256
53	0451156609	10	292
53	0515126772	8	316
53	0515128546	7	317
53	0515128554	7	318
53	0515133973	9	324
53	0553260111	8	333
53	0743418174	10	419
53	0743418204	9	420
53	0786868716	9	428
54	0316666343	7	82
54	0345350499	10	102
54	0345384466	8	112
54		9	467
54	0553582755	7	359
54	0679735771	4	394
55	006016848X	7	2
55	0060502258	10	8
55	0316769487	9	85
55	0316969443	10	92
55	0345342968	10	100
55	0385484518	10	175
55	0446310786	9	252
55	0446612545	9	278
55	0786868716	5	428
55	080411868X	9	439
55	0894805770	6	447
55	089480829X	6	448
56	0060928336	9	13
56	0060976845	9	21
56	0316601950	9	80
56		7	467
56	0345348036	9	101
56	0345380371	8	111
56	0375727345	8	148
56	0440235162	9	240
56	044651652X	7	256
56	0452282829	4	313
56	0553260111	9	333
56	0553280368	8	345
56	0679745203	5	395
56	068484267X	5	401
56	0688177751	7	408
56	0743418174	9	419
56	1400034779	9	453
56	155874262X	7	454
57	0316769487	8	85
57	0345313860	10	94
57		10	467
57	0439136350	10	216
57	0439139597	10	217
57	0679429220	8	391
57	0679735771	8	394
58	006101351X	5	28
58	0064407667	10	33
58	0140177396	10	40
58	0345370775	10	108
58	0385504209	10	181
58	0440211263	5	221
58	0440213525	5	225
58	0440222656	10	232
58	0446611867	5	277
58	0553275976	10	339
59	1878424319	6	466
60	0345391055	7	115
61	006016848X	8	2
61	0064400557	9	32
61	0553250426	8	331
61	0553250531	8	332
61	0689817851	8	409
61	0842329129	8	443
61	0842329218	8	444
61	0842329242	8	445
61	0894805770	8	447
61	089480829X	8	448
62	006101351X	9	28
62		7	467
62	0374129983	8	132
62	0451524934	9	307
62	0451526341	8	308
62	0684848783	10	403
62	0767902521	9	423
63	0140298479	8	46
63	0312243022	10	56
63	0312980140	8	70
63	0312983867	8	74
63	0345391802	7	116
63	0671041789	7	380
64	0060987103	7	23
64	0312278586	8	58
64	034541389X	7	120
64	0345465083	10	131
64	0375707972	9	144
64	0385730586	10	193
64	0449006522	8	285
64	0451203895	7	306
64	0671027360	10	376
64	0786885688	9	430
64	1400034779	10	453
65	0099771519	9	37
65	0786867647	9	427
66	006016848X	7	2
66	0060392452	8	7
66	0316284955	8	79
66	0345313860	10	94
66	0345350499	10	102
66	0375725784	3	145
66	0380002930	10	149
66	0380018179	7	151
66	0380789019	9	157
66	0399501487	8	198
66	0440213525	7	225
66	0441304834	8	249
66	0446359866	7	253
66	0449212602	8	286
66	0451166892	10	295
66	067976402X	8	398
67	0060930535	4	15
67	0060976845	7	21
67	0061009059	9	27
67	0062502182	8	31
67	0064407667	8	33
67	0070212570	9	36
67	0140244824	6	42
67	0142000205	9	47
67	0142001740	10	49
67	0151008116	10	52
67	0312195516	9	55
67		9	467
67	0312305060	8	60
67	031242227X	9	64
67	0312966970	8	67
67	0312980140	6	70
67	0316182540	8	78
67		9	467
67	0316666343	10	82
67		9	467
67	0316769487	8	85
67		9	467
67	0345339703	8	97
67	0345342968	8	100
67	0345378490	7	110
67	0345387651	5	114
67	0345417623	5	122
67	0345435168	8	124
67	0345438329	9	126
67	0345439104	8	127
67	0375412824	10	133
67	0375502238	8	134
67	0375703063	8	139
67	0375706771	7	143
67	0375707972	5	144
67	0375726403	4	146
67	0375727345	9	148
67	0380002930	6	149
67	0380730138	8	155
67	038533334X	6	164
67	0385420161	7	169
67	0385492081	5	178
67	0385498802	9	180
67		8	467
67	0385504209	10	181
67	0385505833	10	182
67	0385720106	9	188
67	0399144463	7	196
67	0425162443	9	205
67	0425182878	5	212
67	0440211263	9	221
67	0440213525	5	225
67	0440214041	6	226
67	044022165X	5	231
67	0440222656	9	232
67	0440224675	5	235
67	0440226104	5	237
67	0440226430	9	238
67	0440236703	9	242
67	0446364193	8	254
67	044651652X	9	256
67	044651862X	6	257
67	0446531332	9	258
67	0446605239	10	263
67	0446607657	9	268
67	0446608955	8	271
67	0446609404	8	272
67	0446610038	9	273
67	0446610399	6	275
67	0446672211	8	281
67	0449006522	7	285
67	0451177096	8	300
67	0451184963	8	302
67	0451524934	8	307
67	0515136530	8	326
67	0553250426	7	331
67	0553268880	5	334
67	0553296981	8	348
67	0553579754	8	354
67	0553582747	8	358
67		7	467
67		10	467
67	0671001795	7	365
67	0671021001	10	372
67	0671041789	7	380
67	0671042262	8	381
67	0671510053	5	383
67	0671708635	7	386
67	0679745203	7	395
67	0679746048	9	396
67	0684801523	6	399
67	068484477X	7	402
67	0684874350	7	407
67	0743203631	8	410
67	0743211375	9	412
67	0743237188	9	416
67	0743418174	9	419
67	0786867647	10	427
67	0786868716	8	428
67	0786881852	9	429
67	0786885688	7	430
67	0842329129	9	443
67	0842329242	9	445
67	1400032717	10	452
67	1558743669	10	455
67	1558744150	8	456
67	1573229326	9	463
68	0060392452	10	7
68	0060915544	10	9
68	0060921145	10	11
68	0060922532	5	12
68	0060938455	10	18
68	0142004235	9	51
68	0312305060	10	60
68	0312422156	8	63
68	0316666343	9	82
68	0316776963	7	86
68	0345337662	7	95
68	0446532231	10	259
68	0452269571	10	311
68	0679734775	9	393
68	0804106304	8	434
68	080411109X	8	436
69	0316666343	6	82
69	0316769487	6	85
69	0452282152	6	312
69	0452284449	6	315
69	0804114986	6	438
70	0375703055	10	138
70	0842329129	10	443
70	0842329242	10	445
71	0064407667	7	33
71	0312980159	9	71
71	0439064872	7	215
71	067976402X	8	398
72	0064407667	10	33
72	0316769487	9	85
72	0345443284	4	128
72	0375702709	8	137
72	0380730138	3	155
72		8	467
72	0385484518	8	175
72		5	467
72		5	467
72	0385497466	5	179
72	0440211727	5	223
72	0440213525	5	225
72	0446310786	8	252
72	044651652X	9	256
72	0446605239	6	263
72	0446608955	10	271
72	0452282829	5	313
72	0553296981	8	348
72	068484267X	5	401
72	0684867621	5	405
72	0684874350	8	407
72	0786817070	5	426
72	080411109X	2	436
72	1558744150	8	456
73	0446610038	10	273
74	0345417623	8	122
74	0380789019	8	157
74	0446364193	8	254
74	0446601241	9	260
74	0553580221	8	355
74	0671024248	9	374
74		9	467
75	0060921145	8	11
75	0060976845	8	21
75	006101351X	10	28
75	0375700757	8	136
75	0385335482	8	165
75	0425167313	9	207
75	0446605239	4	263
75	0670892963	8	364
76	031242227X	7	64
76	0385484518	9	175
76	0425163407	8	206
76	0446532231	7	259
76	0515128546	5	317
76	0553580221	8	355
76	0684872153	8	406
77	0425182878	10	212
77	0425182908	2	213
77	044021145X	9	222
77	0440224624	8	234
77		9	467
77	0440235162	10	240
77	0440241073	9	244
77	0446611212	10	276
77	0446612545	9	278
77	0671042262	7	381
77		3	467
77	0767900383	9	422
78	0060958022	10	19
78	0060987529	9	24
78	0142001805	9	50
78	0345337662	8	95
78	0385504209	5	181
78	0441790348	10	251
78	0553208845	10	329
78	0553277472	10	340
78	0871136791	10	446
79	0345370775	8	108
79	0440206154	7	220
