longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,longitude^2,longitude latitude,longitude housing_median_age,longitude total_rooms,longitude total_bedrooms,longitude population,longitude households,longitude median_income,latitude^2,latitude housing_median_age,latitude total_rooms,latitude total_bedrooms,latitude population,latitude households,latitude median_income,housing_median_age^2,housing_median_age total_rooms,housing_median_age total_bedrooms,housing_median_age population,housing_median_age households,housing_median_age median_income,total_rooms^2,total_rooms total_bedrooms,total_rooms population,total_rooms households,total_rooms median_income,total_bedrooms^2,total_bedrooms population,total_bedrooms households,total_bedrooms median_income,population^2,population households,population median_income,households^2,households median_income,median_income^2,longitude^3,longitude^2 latitude,longitude^2 housing_median_age,longitude^2 total_rooms,longitude^2 total_bedrooms,longitude^2 population,longitude^2 households,longitude^2 median_income,longitude latitude^2,longitude latitude housing_median_age,longitude latitude total_rooms,longitude latitude total_bedrooms,longitude latitude population,longitude latitude households,longitude latitude median_income,longitude housing_median_age^2,longitude housing_median_age total_rooms,longitude housing_median_age total_bedrooms,longitude housing_median_age population,longitude housing_median_age households,longitude housing_median_age median_income,longitude total_rooms^2,longitude total_rooms total_bedrooms,longitude total_rooms population,longitude total_rooms households,longitude total_rooms median_income,longitude total_bedrooms^2,longitude total_bedrooms population,longitude total_bedrooms households,longitude total_bedrooms median_income,longitude population^2,longitude population households,longitude population median_income,longitude households^2,longitude households median_income,longitude median_income^2,latitude^3,latitude^2 housing_median_age,latitude^2 total_rooms,latitude^2 total_bedrooms,latitude^2 population,latitude^2 households,latitude^2 median_income,latitude housing_median_age^2,latitude housing_median_age total_rooms,latitude housing_median_age total_bedrooms,latitude housing_median_age population,latitude housing_median_age households,latitude housing_median_age median_income,latitude total_rooms^2,latitude total_rooms total_bedrooms,latitude total_rooms population,latitude total_rooms households,latitude total_rooms median_income,latitude total_bedrooms^2,latitude total_bedrooms population,latitude total_bedrooms households,latitude total_bedrooms median_income,latitude population^2,latitude population households,latitude population median_income,latitude households^2,latitude households median_income,latitude median_income^2,housing_median_age^3,housing_median_age^2 total_rooms,housing_median_age^2 total_bedrooms,housing_median_age^2 population,housing_median_age^2 households,housing_median_age^2 median_income,housing_median_age total_rooms^2,housing_median_age total_rooms total_bedrooms,housing_median_age total_rooms population,housing_median_age total_rooms households,housing_median_age total_rooms median_income,housing_median_age total_bedrooms^2,housing_median_age total_bedrooms population,housing_median_age total_bedrooms households,housing_median_age total_bedrooms median_income,housing_median_age population^2,housing_median_age population households,housing_median_age population median_income,housing_median_age households^2,housing_median_age households median_income,housing_median_age median_income^2,total_rooms^3,total_rooms^2 total_bedrooms,total_rooms^2 population,total_rooms^2 households,total_rooms^2 median_income,total_rooms total_bedrooms^2,total_rooms total_bedrooms population,total_rooms total_bedrooms households,total_rooms total_bedrooms median_income,total_rooms population^2,total_rooms population households,total_rooms population median_income,total_rooms households^2,total_rooms households median_income,total_rooms median_income^2,total_bedrooms^3,total_bedrooms^2 population,total_bedrooms^2 households,total_bedrooms^2 median_income,total_bedrooms population^2,total_bedrooms population households,total_bedrooms population median_income,total_bedrooms households^2,total_bedrooms households median_income,total_bedrooms median_income^2,population^3,population^2 households,population^2 median_income,population households^2,population households median_income,population median_income^2,households^3,households^2 median_income,households median_income^2,median_income^3,median_house_value
-121.01,37.68,33.0,828.0,123.0,373.0,133.0,5.5,14643.420100000001,-4559.6568,-3993.3300000000004,-100196.28,-14884.230000000001,-45136.73,-16094.33,-665.5550000000001,1419.7824,1243.44,31199.04,4634.64,14054.64,5011.44,207.24,1089.0,27324.0,4059.0,12309.0,4389.0,181.5,685584.0,101844.0,308844.0,110124.0,4554.0,15129.0,45879.0,16359.0,676.5,139129.0,49609.0,2051.5,17689.0,731.5,30.25,-1772000.2663010003,551764.069368,483232.8633000001,12124751.8428,1801140.6723000002,5461995.697300001,1947574.8733,80538.81055000001,-171807.868224,-150468.67440000002,-3775395.8304000003,-560837.7864000001,-1700751.9864,-606434.3544,-25078.1124,-131779.89,-3306477.24,-491179.59,-1489512.09,-531112.89,-21963.315000000002,-82962519.84,-12324142.440000001,-37373212.440000005,-13326105.24,-551079.54,-1830760.29,-5551817.79,-1979602.59,-81863.265,-16836000.29,-6003185.09,-248252.015,-2140545.89,-88518.815,-3660.5525000000002,53497.400832,46852.8192,1175579.8272,174633.23520000002,529578.8352,188831.0592,7808.8032,41033.52,1029568.32,152943.12,463803.12,165377.52,6838.92,25832805.12,3837481.92,11637241.92,4149472.32,171594.72,570060.72,1728720.72,616407.12,25490.52,5242380.72,1869267.1199999999,77300.52,666521.52,27562.92,1139.82,35937.0,901692.0,133947.0,406197.0,144837.0,5989.5,22624272.0,3360852.0,10191852.0,3634092.0,150282.0,499257.0,1514007.0,539847.0,22324.5,4591257.0,1637097.0,67699.5,583737.0,24139.5,998.25,567663552.0,84326832.0,255722832.0,91182672.0,3770712.0,12526812.0,37987812.0,13545252.0,560142.0,115198812.0,41076252.0,1698642.0,14646492.0,605682.0,25047.0,1860867.0,5643117.0,2012157.0,83209.5,17112867.0,6101907.0,252334.5,2175747.0,89974.5,3720.75,51895117.0,18504157.0,765209.5,6597997.0,272849.5,11283.25,2352637.0,97289.5,4023.25,166.375,146200.0
-118.29,34.07,24.0,4021.0,1707.0,3727.0,1529.0,1.7365,13992.524100000002,-4030.1403,-2838.96,-475644.09,-201921.03,-440866.83,-180865.41,-205.410585,1160.7649000000001,817.6800000000001,136995.47,58157.49,126978.89,52093.03,59.162555,576.0,96504.0,40968.0,89448.0,36696.0,41.676,16168441.0,6863847.0,14986267.0,6148109.0,6982.4664999999995,2913849.0,6361989.0,2610003.0,2964.2055,13890529.0,5698583.0,6471.9355,2337841.0,2655.1085,3.01543225,-1655175.6757890005,476725.29608700005,335820.5784,56263939.406100005,23885238.6387,52150137.320700005,21394569.3489,24298.018099650002,-137306.88002100002,-96723.36720000001,-16205194.146300001,-6879449.4921,-15020332.8981,-6162084.5187,-6998.33863095,-68135.04000000001,-11415458.16,-4846104.720000001,-10580803.92,-4340769.84,-4929.85404,-1912564885.89,-811924461.63,-1772725523.43,-727259813.61,-825955.962285,-344679198.21000004,-752559678.8100001,-308737254.87,-350635.868595,-1643110675.41,-674085383.07,-765565.250295,-276543211.89,-314072.784465,-356.6954808525,39547.26014300001,27858.357600000003,4667435.6629,1981425.6842999998,4326170.7823,1774809.5321,2015.6682488499998,19624.32,3287891.28,1395779.76,3047493.36,1250232.72,1419.9013200000002,550858784.87,233851267.29,510582116.69,209466073.63,237892.63365499998,99274835.43,216752965.23,88922802.21,100990.481385,473250323.03000003,194150722.81,220498.842485,79650242.87,90459.54659499999,102.7357767575,13824.0,2316096.0,983232.0,2146752.0,880704.0,1000.224,388042584.0,164732328.0,359670408.0,147554616.0,167579.196,69932376.0,152687736.0,62640072.0,71140.932,333372696.0,136765992.0,155326.452,56108184.0,63722.60399999999,72.370374,65013301261.0,27599528787.0,60259779607.0,24721546289.0,28076497.796499997,11716586829.0,25581557769.0,10494822063.0,11919070.3155,55853817109.0,22914002243.0,26023652.645499997,9400458661.0,10676191.2785,12125.05307725,4973940243.0,10859915223.0,4455275121.0,5059898.7885,23711133003.0,9727481181.0,11047593.8985,3990694587.0,4532270.2095,5147.34285075,51770001583.0,21238618841.0,24120903.6085,8713133407.0,9895589.3795,11238.51599575,3574558889.0,4059660.8965,4610.59591025,5.236298102125,112500.0
-118.29,34.06,46.0,1759.0,1012.0,2716.0,877.0,2.1637,13992.524100000002,-4028.9574000000007,-5441.34,-208072.11000000002,-119709.48000000001,-321275.64,-103740.33,-255.944073,1160.0836000000002,1566.7600000000002,59911.54,34468.72,92506.96,29870.620000000003,73.695622,2116.0,80914.0,46552.0,124936.0,40342.0,99.5302,3094081.0,1780108.0,4777444.0,1542643.0,3805.9483,1024144.0,2748592.0,887524.0,2189.6644,7376656.0,2381932.0,5876.6092,769129.0,1897.5648999999999,4.68159769,-1655175.6757890005,476585.3708460001,643656.1086,24612849.891900003,14160434.389200002,38003695.4556,12271443.6357,30275.62439517,-137226.28904400003,-185332.04040000003,-7086936.0666000005,-4077304.8888000003,-10942648.298400002,-3533395.6398000005,-8717.45512638,-250301.64,-9571317.06,-5506636.08,-14778679.440000001,-4772055.180000001,-11773.427357999999,-365998841.49,-210568975.32000002,-565123850.76,-182479240.47,-450205.624407,-121145993.76,-325130947.68,-104985213.96000001,-259015.40187600002,-872584638.24,-281758736.28000003,-695144.102268,-90980269.41000001,-224462.952021,-553.7861907501001,39512.44741600001,53363.84560000001,2040587.0524000002,1174004.6032,3150787.0576000004,1017393.3172000002,2510.0728853200003,72070.96,2755930.8400000003,1585561.12,4255320.16,1374048.52,3389.998612,105384398.86000001,60630478.480000004,162719742.64000002,52542420.580000006,129630.599098,34882344.64,93617043.52000001,30229067.44,74579.96946400001,251248903.36,81128603.92,200157.309352,26196533.740000002,64631.060494,159.45521732140003,97336.0,3722044.0,2141392.0,5747056.0,1855732.0,4578.3892,142327726.0,81884968.0,219762424.0,70961578.0,175073.6218,47110624.0,126435232.0,40826104.0,100724.56240000001,339326176.0,109568872.0,270324.0232,35379934.0,87287.98539999999,215.35349374,5442488479.0,3131209972.0,8403523996.0,2713509037.0,6694663.0597,1801469296.0,4834773328.0,1561154716.0,3851619.6796000004,12975537904.0,4189818388.0,10336955.582799999,1352897911.0,3337816.6591,8234.93033671,1036433728.0,2781575104.0,898174288.0,2215940.3728,7465175872.0,2410515184.0,5947128.5104,778358548.0,1920335.6787999999,4737.77686228,20034997696.0,6469327312.0,15960870.587199999,2088954364.0,5153786.2683999995,12715.21932604,674526133.0,1664164.4172999999,4105.761174130001,10.129572921853,350000.0
-121.36,36.81,7.0,4609.0,741.0,1660.0,720.0,5.0871,14728.2496,-4467.2616,-849.52,-559348.24,-89927.76,-201457.6,-87379.2,-617.370456,1354.9761,257.67,169657.29,27276.210000000003,61104.600000000006,26503.2,187.25615100000002,49.0,32263.0,5187.0,11620.0,5040.0,35.609700000000004,21242881.0,3415269.0,7650940.0,3318480.0,23446.443900000002,549081.0,1230060.0,533520.0,3769.5411000000004,2755600.0,1195200.0,8444.586000000001,518400.0,3662.7120000000004,25.878586410000004,-1787420.3714559998,542146.8677759999,103097.7472,67882502.4064,10913632.953599999,24448894.336,10604339.712,74924.07854016,-164439.899496,-31270.8312,-20589608.7144,-3310240.8456,-7415654.256000001,-3216428.352,-22725.406485360003,-5946.64,-3915437.68,-629494.32,-1410203.2,-611654.4,-4321.593192,-2578036038.16,-414477045.84,-928518078.4,-402730732.8,-2845460.431704,-66636470.16,-149280081.6,-64747987.2,-457471.50789600005,-334419616.0,-145049472.0,-1024834.9569600001,-62913024.0,-444506.72832000005,-3140.6252467176005,49876.67024100001,9484.8327,6245084.844900001,1004037.2901000002,2249260.3260000004,975582.7920000001,6892.898918310001,1803.69,1187601.03,190933.47,427732.2,185522.40000000002,1310.7930570000003,781950449.61,125716051.89,281631101.40000004,122153248.80000001,863063.5999590001,20211671.61,45278508.6,19638871.200000003,138756.80789100003,101433636.0,43995312.0,310845.21066000004,19082304.0,134824.42872000003,952.5907657521002,343.0,225841.0,36309.0,81340.0,35280.0,249.26790000000003,148700167.0,23906883.0,53556580.0,23229360.0,164125.1073,3843567.0,8610420.0,3734640.0,26386.7877,19289200.0,8366400.0,59112.102000000006,3628800.0,25638.984000000004,181.15010487000004,97908438529.0,15740974821.0,35263182460.0,15294874320.0,108064659.9351,2530714329.0,5669346540.0,2458993680.0,17373814.9299,12700560400.0,5508676800.0,38921096.874000005,2389305600.0,16881439.608000003,119274.40476369002,406869021.0,911474460.0,395338320.0,2793229.9551000004,2041899600.0,885643200.0,6257438.226000001,384134400.0,2714069.592,19176.032529810003,4574296000.0,1984032000.0,14018012.760000002,860544000.0,6080101.920000001,42958.45344060001,373248000.0,2637152.64,18632.582215200004,131.64695692631102,290500.0
-122.44,37.72,49.0,1557.0,405.0,1173.0,385.0,3.4605,14991.5536,-4618.4367999999995,-5999.5599999999995,-190639.08,-49588.2,-143622.12,-47139.4,-423.70362,1422.7984,1848.28,58730.04,15276.6,44245.56,14522.199999999999,130.53006,2401.0,76293.0,19845.0,57477.0,18865.0,169.5645,2424249.0,630585.0,1826361.0,599445.0,5387.998500000001,164025.0,475065.0,155925.0,1401.5025,1375929.0,451605.0,4059.1665000000003,148225.0,1332.2925,11.97506025,-1835565.8227839998,565481.4017919999,734586.1264,23341848.955199998,6071579.208,17585092.3728,5771748.136,51878.2712328,-174207.436096,-226303.4032,-7190906.0976,-1870466.904,-5417426.3664,-1778098.1679999998,-15982.100546399999,-293978.44,-9341314.92,-2429821.8,-7037483.88,-2309830.6,-20761.47738,-296825047.56,-77208827.4,-223619640.84,-73396045.8,-659706.5363400001,-20083221.0,-58166958.6,-19091457.0,-171599.9661,-168468746.76,-55294516.199999996,-497004.34626,-18148669.0,-163125.8937,-1466.22637701,53667.955647999996,69717.1216,2215297.1088,576233.352,1668942.5232,547777.384,4923.5938632,90565.72,2877771.96,748553.4,2168032.44,711587.7999999999,6395.972940000001,91442672.28,23785666.2,68890336.92,22611065.4,203235.30342,6187023.0,17919451.8,5881491.0,52864.6743,51900041.879999995,17034540.599999998,153111.76038,5591047.0,50254.0731,451.69927263,117649.0,3738357.0,972405.0,2816373.0,924385.0,8308.6605,118788201.0,30898665.0,89491689.0,29372805.0,264011.9265,8037225.0,23278185.0,7640325.0,68673.6225,67420521.0,22128645.0,198899.15850000002,7263025.0,65282.332500000004,586.77795225,3774555693.0,981820845.0,2843644077.0,933335865.0,8389113.664500002,255386925.0,739676205.0,242775225.0,2182139.3925,2142321453.0,703148985.0,6320122.2405,230786325.0,2074379.4225,18645.16880925,66430125.0,192401325.0,63149625.0,567608.5125000001,557251245.0,182900025.0,1643962.4325,60031125.0,539578.4625,4849.89940125,1613964717.0,529732665.0,4761402.304500001,173867925.0,1562779.1025,14046.74567325,57066625.0,512932.6125,4610.39819625,41.439695995125,265000.0
-118.42,34.15,31.0,1861.0,430.0,736.0,360.0,5.2853,14023.296400000001,-4044.0429999999997,-3671.02,-220379.62,-50920.6,-87157.12,-42631.2,-625.8852260000001,1166.2224999999999,1058.6499999999999,63553.149999999994,14684.5,25134.399999999998,12294.0,180.492995,961.0,57691.0,13330.0,22816.0,11160.0,163.8443,3463321.0,800230.0,1369696.0,669960.0,9835.9433,184900.0,316480.0,154800.0,2272.679,541696.0,264960.0,3889.9808000000003,129600.0,1902.708,27.934396090000003,-1660638.7596880002,478895.57206,434722.1884,26097354.6004,6030017.452,10321146.1504,5048386.704,74117.32846292,-138104.06845,-125365.33299999998,-7525964.022999999,-1738938.49,-2976415.6479999996,-1455855.48,-21373.9804679,-113801.62,-6831768.22,-1578538.6,-2701870.72,-1321567.2,-19402.442006,-410126472.82,-94763236.6,-162199400.32,-79336663.2,-1164772.405586,-21895858.0,-37477561.6,-18331416.0,-269130.64718,-64147640.32,-31376563.2,-460651.526336,-15347232.0,-225318.68136000002,-3307.9911849778005,39826.498374999996,36152.89749999999,2170340.0725,501475.675,858339.7599999999,419840.1,6163.83577925,32818.15,1970147.65,455219.5,779166.4,381114.0,5595.282845,118272412.14999999,27327854.5,46775118.4,22879134.0,335897.46369500004,6314335.0,10807792.0,5286420.0,77611.98785,18498918.4,9048384.0,132842.84432,4425840.0,64977.4782,953.9596264735001,29791.0,1788421.0,413230.0,707296.0,345960.0,5079.1733,107362951.0,24807130.0,42460576.0,20768760.0,304914.24230000004,5731900.0,9810880.0,4798800.0,70453.049,16792576.0,8213760.0,120589.4048,4017600.0,58983.948000000004,865.9662787900002,6445240381.0,1489228030.0,2549004256.0,1246795560.0,18304690.4813,344098900.0,588969280.0,288082800.0,4229455.619,1008096256.0,493090560.0,7239254.268800001,241185600.0,3540939.588,51985.911123490005,79507000.0,136086400.0,66564000.0,977251.9700000001,232929280.0,113932800.0,1672691.7440000002,55728000.0,818164.4400000001,12011.790318700001,398688256.0,195010560.0,2863025.8688000003,95385600.0,1400393.088,20559.715522240003,46656000.0,684974.88,10056.382592400001,147.64166365447701,355900.0
-118.44,34.21,37.0,1665.0,335.0,1011.0,343.0,4.8703,14028.033599999999,-4051.8324000000002,-4382.28,-197202.6,-39677.4,-119742.84,-40624.92,-576.838332,1170.3241,1265.77,56959.65,11460.35,34586.31,11734.03,166.612963,1369.0,61605.0,12395.0,37407.0,12691.0,180.2011,2772225.0,557775.0,1683315.0,571095.0,8109.0495,112225.0,338685.0,114905.0,1631.5505,1022121.0,346773.0,4923.8733,117649.0,1670.5129000000002,23.719822090000005,-1661480.299584,479899.029456,519037.24319999997,23356675.944000002,4699391.256,14182341.9696,4811615.5248,68320.73204208001,-138613.186404,-149917.7988,-6746300.946,-1357363.854,-4096402.5563999997,-1389778.5132000002,-19733.63933772,-162144.36,-7296496.2,-1468063.8,-4430485.08,-1503122.04,-21343.018283999998,-328342329.0,-66062871.0,-199371828.6,-67640491.8,-960435.82278,-13291929.0,-40113851.4,-13609348.2,-193240.84122,-121060011.24,-41071794.12,-583183.553652,-13934347.56,-197855.54787600003,-2809.3757283396003,40036.787461,43301.9917,1948589.6265,392058.5735,1183197.6650999999,401421.16630000004,5699.829464230001,46833.49,2107507.0500000003,424032.95,1279693.47,434159.11,6164.679631,94837817.25,19081482.75,57586206.15,19537159.95,277410.583395,3839217.25,11586413.85,3930900.0500000003,55815.342605000005,34966759.410000004,11863104.33,168445.70559300002,4024772.29,57148.24630900001,811.4551136989002,50653.0,2279385.0,458615.0,1384059.0,469567.0,6667.4407,102572325.0,20637675.0,62282655.0,21130515.0,300034.83150000003,4152325.0,12531345.0,4251485.0,60367.368500000004,37818477.0,12830601.0,182183.3121,4353013.0,61808.977300000006,877.6334173300002,4615754625.0,928695375.0,2802719475.0,950873175.0,13501567.4175,186854625.0,563910525.0,191316825.0,2716531.5825,1701831465.0,577377045.0,8198249.044500001,195885585.0,2781403.9785,39493.503779850005,37595375.0,113459475.0,38493175.0,546569.4175,342410535.0,116168955.0,1649497.5555,39412415.0,559621.8215000001,7946.140400150001,1033364331.0,350587503.0,4978035.9063,118943139.0,1688888.5419,23980.740132990006,40353607.0,572985.9247000001,8135.898976870001,115.52264952492703,185100.0
-122.06,37.96,37.0,1784.0,313.0,788.0,304.0,4.2917,14898.643600000001,-4633.3976,-4516.22,-217755.04,-38204.78,-96183.28,-37106.24,-523.8449019999999,1440.9616,1404.52,67720.64,11881.48,29912.48,11539.84,162.91293199999998,1369.0,66008.0,11581.0,29156.0,11248.0,158.79289999999997,3182656.0,558392.0,1405792.0,542336.0,7656.3928,97969.0,246644.0,95152.0,1343.3020999999999,620944.0,239552.0,3381.8596,92416.0,1304.6768,18.41868889,-1818528.437816,565552.511056,551249.8132000001,26579180.182400003,4663275.4468,11740131.1568,4529187.654399999,63940.50873811999,-175883.772896,-171435.7112,-8265981.3184,-1450253.4488,-3651117.3088,-1408552.8704000001,-19885.152479919998,-167100.14,-8056936.48,-1413576.86,-3558781.36,-1372930.8800000001,-19382.261373999998,-388474991.36,-68157327.52,-171590971.52,-66197532.160000004,-934539.3051679999,-11958096.14,-30105366.64,-11614253.120000001,-163963.45432599998,-75792424.64,-29239717.12,-412789.782776,-11280296.96,-159248.850208,-2248.1851659134,54698.90233600001,53315.5792,2570675.4944,451020.9808,1135477.7408,438052.3264,6184.17489872,51967.24,2505663.68,439614.76,1106761.76,426974.08,6027.7784839999995,120813621.76,21196560.32,53363864.32,20587074.56,290636.670688,3718903.24,9362606.24,3611969.92,50991.747716,23571034.240000002,9093393.92,128375.390416,3508111.36,49525.531328,699.1734302643999,50653.0,2442296.0,428497.0,1078772.0,416176.0,5875.337299999999,117758272.0,20660504.0,52014304.0,20066432.0,283286.53359999997,3624853.0,9125828.0,3520624.0,49702.17769999999,22974928.0,8863424.0,125128.80519999999,3419392.0,48273.0416,681.49148893,5677858304.0,996171328.0,2507932928.0,967527424.0,13659004.755199999,174776696.0,440012896.0,169751168.0,2396450.9464,1107764096.0,427360768.0,6033237.5264,164870144.0,2327543.4112,32858.940979759995,30664297.0,77199572.0,29782576.0,420453.5573,194355472.0,74979776.0,1058522.0548,28926208.0,408363.8384,5765.04962257,489303872.0,188766976.0,2664905.3647999996,72823808.0,1028085.3184,14513.926845319998,28094464.0,396621.7472,5599.28142256,79.04748710921298,189600.0
-118.39,34.08,52.0,1244.0,304.0,444.0,282.0,3.5114,14016.1921,-4034.7311999999997,-6156.28,-147277.16,-35990.56,-52565.16,-33385.98,-415.714646,1161.4463999999998,1772.1599999999999,42395.52,10360.32,15131.519999999999,9610.56,119.66851199999999,2704.0,64688.0,15808.0,23088.0,14664.0,182.5928,1547536.0,378176.0,552336.0,350808.0,4368.1816,92416.0,134976.0,85728.0,1067.4656,197136.0,125208.0,1559.0616,79524.0,990.2148,12.329929960000001,-1659376.982719,477671.82676799997,728841.9892,17436142.972400002,4260922.398399999,6223189.292400001,3952566.1722000004,49216.45693994,-137503.63929599998,-209806.0224,-5019205.612799999,-1226558.2848,-1791420.6527999998,-1137794.1983999999,-14167.555135679999,-320126.56,-7658412.32,-1871509.12,-2733388.32,-1736070.96,-21617.161592,-183212787.04,-44772256.64,-65391059.04,-41532159.12,-517149.019624,-10941130.24,-15979808.64,-10149337.92,-126377.252384,-23338931.04,-14823375.12,-184577.302824,-9414846.36,-117231.530172,-1459.7404079644002,39582.09331199999,60395.212799999994,1444839.3216,353079.7056,515682.2015999999,327527.88479999994,4078.3028889599996,92152.31999999999,2204567.04,538736.64,786839.0399999999,499749.12,6222.762624,52740026.879999995,12888238.08,18823610.88,11955536.639999999,148867.628928,3149537.28,4599982.08,2921610.2399999998,36379.227648,6718394.88,4267088.64,53132.819328,2710177.92,33746.520383999996,420.2040130368,140608.0,3363776.0,822016.0,1200576.0,762528.0,9494.8256,80471872.0,19665152.0,28721472.0,18242016.0,227145.44319999998,4805632.0,7018752.0,4457856.0,55508.2112,10251072.0,6510816.0,81071.2032,4135248.0,51491.1696,641.1563579200001,1925134784.0,470450944.0,687105984.0,436405152.0,5434017.9103999995,114965504.0,167910144.0,106645632.0,1327927.2064,245237184.0,155758752.0,1939472.6304,98927856.0,1231827.2112,15338.432870240002,28094464.0,41032704.0,26061312.0,324509.5424,59929344.0,38063232.0,473954.7264,24175296.0,301025.2992,3748.29870784,87528384.0,55592352.0,692223.3504,35308656.0,439655.3712,5474.48890224,22425768.0,279240.5736,3477.0402487200004,43.29531606154401,430800.0
-118.62,34.21,26.0,3234.0,517.0,1597.0,513.0,6.1074,14070.7044,-4057.9902,-3084.12,-383617.08,-61326.54,-189436.14,-60852.060000000005,-724.459788,1170.3241,889.46,110635.14,17686.57,54633.37,17549.73,208.934154,676.0,84084.0,13442.0,41522.0,13338.0,158.79240000000001,10458756.0,1671978.0,5164698.0,1659042.0,19751.3316,267289.0,825649.0,265221.0,3157.5258,2550409.0,819261.0,9753.5178,263169.0,3133.0962,37.300334760000005,-1669066.9559280002,481358.79752400005,365838.3144,45504658.0296,7274554.1748,22470914.9268,7218271.3572,85935.42005256,-138823.84474200002,-105507.7452,-13123540.3068,-2097980.9334,-6480610.349400001,-2081748.9726,-24783.769347480003,-80187.12000000001,-9974044.08,-1594490.04,-4925339.640000001,-1582153.56,-18835.954488000003,-1240617636.72,-198330030.36,-612636476.76,-196795562.04000002,-2342902.954392,-31705821.18,-97938484.38000001,-31460515.02,-374545.710396,-302529515.58,-97180739.82000001,-1156962.281436,-31217106.78,-371647.871244,-4424.565709231201,40036.787461,30428.426600000003,3784828.1394,605057.5597,1869007.5877,600376.2633,7147.637408340001,23125.96,2876513.64,459850.82,1420467.62,456292.98000000004,5432.288004000001,357794042.76,57198367.38,176684318.58,56755826.82,675693.054036,9143956.69,28245452.29,9073210.41,108018.957618,87249491.89,28026918.810000002,333667.843938,9003011.49,107183.221002,1276.0444521396003,17576.0,2186184.0,349492.0,1079572.0,346788.0,4128.602400000001,271927656.0,43471428.0,134282148.0,43135092.0,513534.6216,6949514.0,21466874.0,6895746.0,82095.67079999999,66310634.0,21300786.0,253591.46279999998,6842394.0,81460.5012,969.8087037600002,33823616904.0,5407176852.0,16702633332.0,5365341828.0,63875806.39440001,864412626.0,2670148866.0,857724714.0,10211438.4372,8248022706.0,2649490074.0,31542876.565199997,851088546.0,10132433.1108,120629.28261384001,138188413.0,426860533.0,137119257.0,1632440.8386,1318561453.0,423557937.0,5042568.7025999995,136058373.0,1619810.7354,19284.273070920004,4073003173.0,1308359817.0,15576367.9266,420280893.0,5003554.6314,59568.63461172001,135005697.0,1607278.3506,19135.07173188,227.80806451322405,258600.0
-122.1,37.38,37.0,4167.0,612.0,1577.0,597.0,7.5655,14908.409999999998,-4564.098,-4517.7,-508790.69999999995,-74725.2,-192551.69999999998,-72893.7,-923.7475499999999,1397.2644000000003,1383.0600000000002,155762.46000000002,22876.56,58948.26,22315.86,282.79839000000004,1369.0,154179.0,22644.0,58349.0,22089.0,279.9235,17363889.0,2550204.0,6571359.0,2487699.0,31525.4385,374544.0,965124.0,365364.0,4630.086,2486929.0,941469.0,11930.7935,356409.0,4516.6035,57.23679025,-1820316.8609999996,557276.3657999999,551611.1699999999,62123344.46999999,9123946.92,23510562.569999997,8900320.77,112789.57585499999,-170605.98324000003,-168871.62600000002,-19018596.366,-2793227.9760000003,-7197582.546,-2724766.506,-34529.683419,-167154.9,-18825255.9,-2764832.4,-7124412.899999999,-2697066.9,-34178.659349999994,-2120130846.8999999,-311379908.4,-802362933.9,-303748047.9,-3849256.04085,-45731822.4,-117841640.39999999,-44610944.4,-565333.5006,-303654030.9,-114953364.89999999,-1456749.8863499998,-43517538.9,-551477.28735,-6988.612089525,52229.743272000014,51698.78280000001,5822400.754800001,855125.8128000001,2203485.9588,834166.8468,10571.003818200003,51173.22,5763211.0200000005,846432.7200000001,2181085.62,825686.8200000001,10463.540430000001,649062170.82,95326625.52000001,245637399.42000002,92990188.62,1178420.8911300001,14000454.72,36076335.120000005,13657306.32,173072.61468000003,92961406.02000001,35192111.22,445973.06103000004,13322568.420000002,168830.63883,2139.511219545,50653.0,5704623.0,837828.0,2158913.0,817293.0,10357.1695,642463893.0,94357548.0,243140283.0,92044863.0,1166441.2245,13858128.0,35709588.0,13518468.0,171313.182,92016373.0,34834353.0,441439.3595,13187133.0,167114.3295,2117.76123925,72355325463.0,10626700068.0,27382852953.0,10366241733.0,131366502.2295,1560724848.0,4021671708.0,1522471788.0,19293568.362,10363033143.0,3923101323.0,49715616.5145,1485156303.0,18820686.7845,238505.70497175,229220928.0,590655888.0,223602768.0,2833612.632,1522000548.0,576179028.0,7301645.6219999995,218122308.0,2764161.342,35028.915633,3921887033.0,1484696613.0,18814861.3495,562056993.0,7122683.719500001,90262.41822425,212776173.0,2696412.2895,34170.36377925,433.024936636375,500001.0
